Conventions,G,BADC-CSV,1
title,G,uk-daily-rain-obs
source,G,Met Office MIDAS database
creator,G,Met Office
activity,G,Met Office MIDAS Open: UK Land Surface Stations Data
feature_type,G,point series
collection_name,G,midas-open
collection_version_number,G,dataset-version-202107
history,G,Created 2021-07-15
last_revised_date,G,2021-07-15
observation_station,G,orkney-loch-of-hundland
historic_county_name,G,orkney
midas_station_id,G,25315
location,G,59.112,-3.229
height,G,28,m
date_valid,G,2004-01-01 00:00:00,2004-12-31 23:59:59
midas_qc_version_number,G,1
comments,G,The midas_qc_version_number indicates if the data are original received message (0) or current best version (1)
comments,G,This file contains station observations
comments,G,missing values are identified with the missing data flag
missing_value,G,NA
coordinate_variable,ob_date,t
long_name,ob_date,Date of observation,s
type,ob_date,char
comments,ob_date,Date and time (YYYY-MM-DD HH:MM:SS) of the observation
long_name,id,station identifier,1
type,id,char
comments,id,a station may have more than one id assigned to it designated by the id_type
long_name,id_type,identifier type,1
type,id_type,char
comments,id_type,a station may have more than one id assigned to it defined by id_type
long_name,version_num,midas qc version number,1
type,version_num,int
comments,version_num,The midas_qc_version_number indicates if the data are original received message (0) or current best version (1)
long_name,met_domain_name,message type,1
type,met_domain_name,char
comments,met_domain_name,message type (see MIDAS documentation)
long_name,ob_day_cnt,Observation day count,day
type,ob_day_cnt,int
long_name,ob_end_ctime,clock time at end of observation as HHMM,s
type,ob_end_ctime,char
long_name,src_id,unique source identifier or station site number,1
type,src_id,int
comments,src_id,unique source identifier or station site number
long_name,rec_st_ind,state indicator for the record,1
type,rec_st_ind,int
comments,rec_st_ind,state indicator for the current stage in the life of the record (see MIDAS documentation)
long_name,prcp_amt,Precipitation amount,mm
type,prcp_amt,float
long_name,ob_day_cnt_q,QC code: observation day count,1
type,ob_day_cnt_q,int
long_name,prcp_amt_q,QC code: precipitation amount,1
type,prcp_amt_q,int
long_name,prcp_amt_j,Descriptor: precipitation amount,1
type,prcp_amt_j,int
long_name,meto_stmp_time,Met Office receipt stamp time,s
type,meto_stmp_time,char
comments,meto_stmp_time,Met Office receipt stampe time in format (YYYY-MM-DD HH:MM:SS)
long_name,midas_stmp_etime,Elapsed time to storage in MIDAS ,minutes
type,midas_stmp_etime,int
data
ob_date,id,id_type,version_num,met_domain_name,ob_end_ctime,ob_day_cnt,src_id,rec_st_ind,prcp_amt,ob_day_cnt_q,prcp_amt_q,prcp_amt_j,meto_stmp_time,midas_stmp_etime
2004-01-19 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,5.8,0,6,NA,2004-02-04 08:32:00,1
2004-01-20 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.9,0,6,NA,2004-02-04 08:32:00,1
2004-01-21 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,6.5,0,6,NA,2004-02-04 08:32:00,1
2004-01-22 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,6,0,6,NA,2004-02-04 08:32:00,1
2004-01-23 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.2,0,6,NA,2004-02-04 08:32:00,1
2004-01-24 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,7.5,0,6,NA,2004-02-04 08:32:00,1
2004-01-25 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,3.9,0,6,NA,2004-02-04 08:32:00,1
2004-01-26 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,3.6,0,6,NA,2004-02-04 08:32:00,1
2004-01-27 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.2,0,6,NA,2004-02-04 08:32:00,1
2004-01-28 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,5.6,0,6,NA,2004-02-04 08:32:00,1
2004-01-29 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,4.6,0,6,NA,2004-02-04 08:32:00,1
2004-01-30 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,5.6,0,6,NA,2004-02-04 08:32:00,1
2004-01-31 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.7,0,6,NA,2004-02-04 08:32:00,1
2004-02-01 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.6,0,6,NA,2004-02-04 08:32:00,1
2004-02-02 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,2.5,0,6,NA,2004-03-04 09:05:00,0
2004-02-03 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,8,0,6,NA,2004-03-04 09:05:00,0
2004-02-04 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.2,0,6,NA,2004-03-04 09:05:00,1
2004-02-05 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,13.6,0,6,NA,2004-03-04 09:05:00,1
2004-02-06 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,4.8,0,6,NA,2004-03-04 09:05:00,1
2004-02-07 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,2.1,0,6,NA,2004-03-04 09:05:00,1
2004-02-08 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,6.3,0,6,NA,2004-03-04 09:05:00,1
2004-02-09 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.1,0,6,NA,2004-03-04 09:05:00,1
2004-02-10 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,13.7,0,6,NA,2004-03-04 09:05:00,1
2004-02-11 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,3.6,0,6,NA,2004-03-04 09:05:00,1
2004-02-12 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-03-04 09:05:00,1
2004-02-13 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-03-04 09:05:00,1
2004-02-14 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-03-04 09:05:00,1
2004-02-15 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-03-04 09:05:00,1
2004-02-16 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-03-04 09:05:00,1
2004-02-17 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-03-04 09:05:00,1
2004-02-18 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-03-04 09:05:00,1
2004-02-19 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-03-04 09:05:00,1
2004-02-20 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-03-04 09:05:00,1
2004-02-21 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,5.1,0,6,NA,2004-03-04 09:05:00,1
2004-02-22 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.3,0,6,NA,2004-03-04 09:05:00,1
2004-02-23 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,2.3,0,6,NA,2004-03-04 09:05:00,1
2004-02-24 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.6,0,6,NA,2004-03-04 09:05:00,1
2004-02-25 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,3,0,6,NA,2004-03-04 09:05:00,1
2004-02-26 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,2.6,0,6,NA,2004-03-04 09:05:00,1
2004-02-27 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.7,0,6,NA,2004-03-04 09:05:00,2
2004-02-28 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.2,0,6,NA,2004-03-04 09:05:00,2
2004-02-29 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.6,0,6,NA,2004-03-04 09:05:00,2
2004-03-01 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.5,0,6,NA,2004-03-04 09:05:00,2
2004-03-02 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-04-02 07:41:00,0
2004-03-03 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-04-02 07:41:00,0
2004-03-04 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,2.3,0,6,NA,2004-04-02 07:41:00,0
2004-03-05 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-04-02 07:41:00,0
2004-03-06 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.1,0,6,NA,2004-04-02 07:41:00,0
2004-03-07 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.7,0,6,NA,2004-04-02 07:41:00,0
2004-03-08 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-04-02 07:41:00,0
2004-03-09 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-04-02 07:41:00,0
2004-03-10 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-04-02 07:41:00,0
2004-03-11 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.4,0,6,NA,2004-04-02 07:41:00,0
2004-03-12 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,5.2,0,6,NA,2004-04-02 07:41:00,0
2004-03-13 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,3,0,6,NA,2004-04-02 07:41:00,0
2004-03-14 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.1,0,6,NA,2004-04-02 07:41:00,0
2004-03-15 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,5.4,0,6,NA,2004-04-02 07:41:00,0
2004-03-16 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,4.1,0,6,NA,2004-04-02 07:41:00,0
2004-03-17 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,5.4,0,6,NA,2004-04-02 07:41:00,0
2004-03-18 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.7,0,6,NA,2004-04-02 07:41:00,0
2004-03-19 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,4.6,0,6,NA,2004-04-02 07:41:00,0
2004-03-20 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,2.2,0,6,NA,2004-04-02 07:41:00,0
2004-03-21 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,5.8,0,6,NA,2004-04-02 07:41:00,0
2004-03-22 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,3,0,6,NA,2004-04-02 07:41:00,0
2004-03-23 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,2.2,0,6,NA,2004-04-02 07:41:00,0
2004-03-24 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.2,0,6,NA,2004-04-02 07:41:00,0
2004-03-25 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,3,0,6,NA,2004-04-02 07:41:00,0
2004-03-26 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,4,0,6,NA,2004-04-02 07:41:00,0
2004-03-27 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.7,0,6,NA,2004-04-02 07:41:00,0
2004-03-28 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.5,0,6,NA,2004-04-02 07:41:00,1
2004-03-29 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-04-02 07:41:00,1
2004-03-30 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-04-02 07:41:00,1
2004-03-31 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-04-02 07:41:00,1
2004-04-01 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-04-02 07:41:00,1
2004-04-02 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.8,0,6,NA,2004-08-09 08:54:00,0
2004-04-03 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,5.9,0,6,NA,2004-08-09 08:54:00,0
2004-04-04 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.9,0,6,NA,2004-08-09 08:54:00,0
2004-04-05 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.2,0,6,NA,2004-08-09 08:54:00,0
2004-04-06 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.7,0,6,NA,2004-08-09 08:54:00,0
2004-04-07 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.6,0,6,NA,2004-08-09 08:54:00,0
2004-04-08 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.3,0,6,NA,2004-08-09 08:54:00,0
2004-04-09 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,6.8,0,6,NA,2004-08-09 08:54:00,0
2004-04-10 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,10006,NA,2004-08-09 08:54:00,0
2004-04-11 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.1,0,6,NA,2004-08-09 08:54:00,0
2004-04-12 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,10006,NA,2004-08-09 08:54:00,0
2004-04-13 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.9,0,6,NA,2004-08-09 08:54:00,0
2004-04-14 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,8.4,0,6,NA,2004-08-09 08:54:00,0
2004-04-15 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,10006,NA,2004-08-09 08:54:00,0
2004-04-16 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.9,0,6,NA,2004-08-09 08:54:00,0
2004-04-17 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-08-09 08:54:00,0
2004-04-18 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.5,0,6,NA,2004-08-09 08:54:00,1
2004-04-19 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,12.8,0,6,NA,2004-08-09 08:54:00,1
2004-04-20 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.1,0,6,NA,2004-08-09 08:54:00,1
2004-04-21 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,2.3,0,6,NA,2004-08-09 08:54:00,1
2004-04-22 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.4,0,6,NA,2004-08-09 08:54:00,1
2004-04-23 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.3,0,6,NA,2004-08-09 08:54:00,1
2004-04-24 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,2.9,0,6,NA,2004-08-09 08:54:00,1
2004-04-25 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,8.5,0,6,NA,2004-08-09 08:54:00,1
2004-04-26 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-08-09 08:54:00,1
2004-04-27 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,3,0,6,NA,2004-08-09 08:54:00,1
2004-04-28 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.4,0,6,NA,2004-08-09 08:54:00,1
2004-04-29 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,2.7,0,6,NA,2004-08-09 08:54:00,1
2004-04-30 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.2,0,6,NA,2004-08-09 08:54:00,1
2004-05-01 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-06-02 12:46:00,97689
2004-05-02 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.3,0,6,NA,2004-06-02 12:46:00,0
2004-05-03 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.7,0,6,NA,2004-06-02 12:46:00,0
2004-05-04 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,8.1,0,6,NA,2004-06-02 12:46:00,0
2004-05-05 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,11,0,6,NA,2004-06-02 12:46:00,0
2004-05-06 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-06-02 12:46:00,0
2004-05-07 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-06-02 12:46:00,0
2004-05-08 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,2.7,0,6,NA,2004-06-02 12:46:00,0
2004-05-09 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-06-02 12:46:00,0
2004-05-10 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.1,0,6,NA,2004-06-02 12:46:00,0
2004-05-11 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-06-02 12:46:00,0
2004-05-12 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-06-02 12:46:00,0
2004-05-13 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.3,0,6,NA,2004-06-02 12:46:00,0
2004-05-14 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.7,0,6,NA,2004-06-02 12:46:00,0
2004-05-15 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,2.9,0,6,NA,2004-06-02 12:46:00,0
2004-05-16 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.4,0,6,NA,2004-06-02 12:46:00,0
2004-05-17 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-06-02 12:46:00,0
2004-05-18 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.2,0,6,NA,2004-06-02 12:46:00,0
2004-05-19 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,2.3,0,6,NA,2004-06-02 12:46:00,0
2004-05-20 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-06-02 12:46:00,0
2004-05-21 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.5,0,6,NA,2004-06-02 12:46:00,0
2004-05-22 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.7,0,6,NA,2004-06-02 12:46:00,0
2004-05-23 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-06-02 12:46:00,0
2004-05-24 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.1,0,6,NA,2004-06-02 12:46:00,0
2004-05-25 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.2,0,6,NA,2004-06-02 12:46:00,0
2004-05-26 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-06-02 12:46:00,0
2004-05-27 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-06-02 12:46:00,0
2004-05-28 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-06-02 12:46:00,0
2004-05-29 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-06-02 12:46:00,0
2004-05-30 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.2,0,6,NA,2004-06-02 12:46:00,0
2004-05-31 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-06-02 12:46:00,0
2004-06-01 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.1,0,6,NA,2004-06-02 12:46:00,0
2004-06-02 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.4,0,6,NA,2004-07-02 08:31:00,0
2004-06-03 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.5,0,6,NA,2004-07-02 08:31:00,0
2004-06-04 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,5.7,0,6,NA,2004-07-02 08:31:00,0
2004-06-05 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.9,0,6,NA,2004-07-02 08:31:00,0
2004-06-06 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,4,0,6,NA,2004-07-02 08:31:00,0
2004-06-07 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.7,0,6,NA,2004-07-02 08:31:00,0
2004-06-08 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-07-02 08:31:00,0
2004-06-09 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.4,0,6,NA,2004-07-02 08:31:00,0
2004-06-10 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.3,0,6,NA,2004-07-02 08:31:00,0
2004-06-11 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,7.8,0,6,NA,2004-07-02 08:31:00,0
2004-06-12 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.1,0,6,NA,2004-07-02 08:31:00,0
2004-06-13 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-07-02 08:31:00,0
2004-06-14 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,9.6,0,6,NA,2004-07-02 08:31:00,0
2004-06-15 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,10.2,0,6,NA,2004-07-02 08:31:00,0
2004-06-16 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-07-02 08:31:00,0
2004-06-17 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,4.1,0,6,NA,2004-07-02 08:31:00,0
2004-06-18 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.1,0,6,NA,2004-07-02 08:31:00,0
2004-06-19 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,4.1,0,6,NA,2004-07-02 08:31:00,0
2004-06-20 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,3,0,6,NA,2004-07-02 08:31:00,0
2004-06-21 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.1,0,6,NA,2004-07-02 08:31:00,0
2004-06-22 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.8,0,6,NA,2004-07-02 08:31:00,0
2004-06-23 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,3.1,0,6,NA,2004-07-02 08:31:00,0
2004-06-24 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.4,0,6,NA,2004-07-02 08:31:00,0
2004-06-25 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0.6,0,6,NA,2004-07-02 08:31:00,0
2004-06-26 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,0,0,6,NA,2004-07-02 08:31:00,0
2004-06-27 00:00:00,765936,RAIN,1,DLY3208,900,1,25315,1011,1.9,0,6,NA,2004-07-02 08:31:00,0
